Date,Open,High,Low,Close,Up votes,Down votes
2023-08-15,18599.2,18745.82,18513.78,18581.11,0.35,0.65
2023-08-16,18356.65,18440.96,18261.85,18329.3,0.35,0.65
2023-08-17,18023.11,18399.2,17900.77,18326.63,0.535764705882353,0.46423529411764697
2023-08-18,18208.98,18336.41,17936.43,17950.85,0.535764705882353,0.46423529411764697
2023-08-21,17798.47,17867.66,17587.38,17623.29,0.535764705882353,0.46423529411764697
2023-08-22,17641.86,17965.26,17573.7,17791.01,0.41,0.5900000000000001
2023-08-23,17762.76,18000.53,17730.79,17845.92,0.51,0.49
2023-08-24,17992.73,18272.95,17945.01,18212.17,0.58,0.42000000000000004
2023-08-25,18037.6,18137.65,17969.41,18119.39,0.54,0.45999999999999996
2023-08-28,18519.08,18564.43,18113.23,18130.74,0.535764705882353,0.46423529411764697
2023-08-29,18261.69,18583.8,18239.92,18484.03,0.58,0.42000000000000004
2023-08-30,18659.96,18742.14,18427.22,18482.86,0.67,0.32999999999999996
2023-08-31,18580.47,18667.18,18312.76,18382.06,0.51,0.49
2023-09-04,18592.53,18899.49,18575.45,18844.16,0.535764705882353,0.46423529411764697
2023-09-05,18717.42,18725.5,18431.72,18456.91,0.66,0.33999999999999997
2023-09-06,18405.09,18492.59,18256.1,18449.98,0.49,0.51
2023-09-07,18437.48,18437.48,18173.44,18202.07,0.56,0.43999999999999995
2023-09-11,17941.65,18164.61,17842.37,18096.45,0.535764705882353,0.46423529411764697
2023-09-12,18015.56,18145.58,17892.01,18025.89,0.51,0.49
2023-09-13,18131.1,18200.52,17954.97,18009.22,0.51,0.49
2023-09-14,18101.96,18173.54,17928.63,18047.92,0.51,0.49
2023-09-15,18154.01,18372.65,18030.79,18182.89,0.62,0.38
2023-09-18,18069.04,18114.82,17894.81,17930.55,0.535764705882353,0.46423529411764697
2023-09-19,17942.07,18004.74,17832.3,17997.17,0.39,0.61
2023-09-20,17939.25,17995.38,17833.2,17885.6,0.48,0.52
2023-09-21,17795.8,17823.82,17623.87,17655.41,0.53,0.47
2023-09-22,17578.26,18078.69,17573.81,18057.45,0.35,0.65
2023-09-25,18046.89,18046.89,17722.49,17729.29,0.535764705882353,0.46423529411764697
2023-09-26,17661.85,17718.18,17379.44,17466.9,0.38,0.62
2023-09-27,17472.11,17655.31,17472.11,17611.87,0.42,0.5800000000000001
2023-09-28,17587.08,17627.73,17352.83,17373.03,0.47,0.53
2023-09-29,17484.95,17935.15,17482.39,17809.66,0.57,0.43000000000000005
2023-10-03,17546.39,17546.39,17212.87,17331.22,0.535764705882353,0.46423529411764697
2023-10-04,17266.82,17266.82,17094.0,17195.84,0.38,0.62
2023-10-05,17249.97,17336.43,17197.61,17213.87,0.24,0.76
2023-10-06,17370.03,17603.8,17370.03,17485.98,0.46,0.54
2023-10-09,17500.37,17633.19,17447.76,17517.4,0.535764705882353,0.46423529411764697
2023-10-10,17726.63,17916.62,17638.01,17664.73,0.46,0.54
2023-10-11,17956.83,18022.45,17889.71,17893.1,0.64,0.36
2023-10-12,18258.26,18290.91,18175.35,18238.21,0.535764705882353,0.46423529411764697
2023-10-13,17946.77,18013.67,17776.95,17813.45,0.5,0.5
2023-10-16,17803.31,17858.18,17601.5,17640.36,0.535764705882353,0.46423529411764697
2023-10-17,17806.23,17815.71,17671.99,17773.34,0.5,0.5
2023-10-18,17728.25,17831.18,17625.89,17732.52,0.46,0.54
2023-10-19,17540.46,17540.46,17292.36,17295.89,0.42,0.5800000000000001
2023-10-20,17127.26,17309.74,17118.07,17172.13,0.48,0.52
2023-10-24,17053.15,17139.53,16879.66,16991.53,0.67,0.32999999999999996
2023-10-25,17465.43,17465.82,17001.43,17085.33,0.58,0.42000000000000004
2023-10-26,17085.12,17174.08,16917.22,17044.61,0.63,0.37
2023-10-27,17160.23,17497.72,17078.24,17398.0,0.535764705882353,0.46423529411764697
2023-10-30,17225.65,17406.36,17225.65,17406.36,0.535764705882353,0.46423529411764697
2023-10-31,17337.7,17337.7,17042.1,17112.48,0.61,0.39
2023-11-01,17139.4,17188.85,16979.26,17101.78,0.42,0.5800000000000001
2023-11-02,17282.39,17459.43,17176.01,17230.59,0.51,0.49
2023-11-03,17405.91,17729.43,17352.6,17664.12,0.67,0.32999999999999996
